DatGeracaoConjuntoDados;IdeConjUnidConsumidoras;CodMunicipio;NomMunicipio;SigUF
2026-07-05;17052;3146909;Papagaios;MG
2026-07-05;17052;3151404;Pitangui;MG
2026-07-05;17052;3152006;Pompéu;MG
2026-07-05;17052;3161809;São Gonçalo do Pará;MG
2026-07-05;17053;3103900;Araújos;MG
2026-07-05;17053;3117603;Conceição do Pará;MG
2026-07-05;17053;3122306;Divinópolis;MG
2026-07-05;17053;3130200;Igaratinga;MG
2026-07-05;17053;3138302;Leandro Ferreira;MG
2026-07-05;17053;3145208;Nova Serrana;MG
2026-07-05;17053;3149705;Perdigão;MG
2026-07-05;17053;3151404;Pitangui;MG
2026-07-05;17053;3160405;Santo Antônio do Monte;MG
2026-07-05;17053;3161809;São Gonçalo do Pará;MG
2026-07-05;17054;3104205;Arcos;MG
2026-07-05;17054;3105103;Bambuí;MG
2026-07-05;17054;3112802;Capitólio;MG
2026-07-05;17054;3119955;Córrego Fundo;MG
2026-07-05;17054;3120201;Cristais;MG
2026-07-05;17054;3121209;Delfinópolis;MG
2026-07-05;17054;3123403;Doresópolis;MG
2026-07-05;17054;3126109;Formiga;MG
2026-07-05;17054;3128105;Guapé;MG
2026-07-05;17054;3130309;Iguatama;MG
2026-07-05;17054;3146503;Pains;MG
2026-07-05;17054;3150505;Pimenta;MG
2026-07-05;17054;3151503;Piumhi;MG
2026-07-05;17054;3162203;São João Batista do Glória;MG
2026-07-05;17054;3162948;São José da Barra;MG
2026-07-05;17054;3164308;São Roque de Minas;MG
2026-07-05;17054;3170602;Vargem Bonita;MG
2026-07-05;17055;3104205;Arcos;MG
2026-07-05;17055;3112000;Candeias;MG
2026-07-05;17055;3119955;Córrego Fundo;MG
2026-07-05;17055;3120201;Cristais;MG
2026-07-05;17055;3126109;Formiga;MG
2026-07-05;17055;3133501;Itapecerica;MG
2026-07-05;17055;3160405;Santo Antônio do Monte;MG
2026-07-05;17056;3100609;Água Boa;MG
2026-07-05;17056;3102852;Angelândia;MG
2026-07-05;17056;3126752;Franciscópolis;MG
2026-07-05;17056;3137007;Ladainha;MG
2026-07-05;17056;3139201;Malacacheta;MG
2026-07-05;17056;3141801;Minas Novas;MG
2026-07-05;17056;3145307;Novo Cruzeiro;MG
2026-07-05;17056;3152402;Poté;MG
2026-07-05;17056;3165552;Setubinha;MG
2026-07-05;17056;3168606;Teófilo Otoni;MG
2026-07-05;17057;3111408;Campo Florido;MG
2026-07-05;17057;3116902;Comendador Gomes;MG
2026-07-05;17057;3117306;Conceição das Alagoas;MG
2026-07-05;17057;3127107;Frutal;MG
2026-07-05;17057;3133402;Itapagipe;MG
2026-07-05;17057;3134202;Ituiutaba;MG
2026-07-05;17057;3150703;Pirajuba;MG
2026-07-05;17057;3151602;Planura;MG
2026-07-05;17057;3152808;Prata;MG
2026-07-05;17057;3170206;Uberlândia;MG
2026-07-05;17057;3171105;Veríssimo;MG
2026-07-05;17058;3127107;Frutal;MG
2026-07-05;17058;3150703;Pirajuba;MG
2026-07-05;17058;3151602;Planura;MG
2026-07-05;17059;3116902;Comendador Gomes;MG
2026-07-05;17059;3127008;Fronteira;MG
2026-07-05;17059;3127107;Frutal;MG
2026-07-05;17059;3133402;Itapagipe;MG
2026-07-05;17059;3150703;Pirajuba;MG
2026-07-05;17060;3108909;Brazópolis;MG
2026-07-05;17060;3109709;Cachoeira de Minas;MG
2026-07-05;17060;3113602;Careaçu;MG
2026-07-05;17060;3117207;Conceição das Pedras;MG
2026-07-05;17060;3117801;Conceição dos Ouros;MG
2026-07-05;17060;3132404;Itajubá;MG
2026-07-05;17060;3144409;Natércia;MG
2026-07-05;17060;3147303;Paraisópolis;MG
2026-07-05;17060;3149101;Pedralva;MG
2026-07-05;17060;3150901;Piranguçu;MG
2026-07-05;17060;3151008;Piranguinho;MG
2026-07-05;17060;3152501;Pouso Alegre;MG
2026-07-05;17060;3159605;Santa Rita do Sapucaí;MG
2026-07-05;17060;3163201;São José do Alegre;MG
2026-07-05;17060;3164407;São Sebastião da Bela Vista;MG
2026-07-05;17060;3172202;Wenceslau Braz;MG
2026-07-05;17061;3108909;Brazópolis;MG
2026-07-05;17061;3121100;Delfim Moreira;MG
2026-07-05;17061;3132404;Itajubá;MG
2026-07-05;17061;3139904;Maria da Fé;MG
2026-07-05;17061;3140407;Marmelópolis;MG
2026-07-05;17061;3147600;Passa Quatro;MG
2026-07-05;17061;3150901;Piranguçu;MG
2026-07-05;17061;3151008;Piranguinho;MG
2026-07-05;17061;3163201;São José do Alegre;MG
2026-07-05;17061;3171709;Virgínia;MG
2026-07-05;17061;3172202;Wenceslau Braz;MG
2026-07-05;17062;3103801;Arapuá;MG
2026-07-05;17062;3107000;Biquinhas;MG
2026-07-05;17062;3111507;Campos Altos;MG
2026-07-05;17062;3114303;Carmo do Paranaíba;MG
2026-07-05;17062;3119807;Córrego Danta;MG
2026-07-05;17062;3124708;Estrela do Indaiá;MG
2026-07-05;17062;3129509;Ibiá;MG
2026-07-05;17062;3141207;Matutina;MG
2026-07-05;17062;3141306;Medeiros;MG
2026-07-05;17062;3146404;Paineiras;MG
2026-07-05;17062;3153004;Pratinha;MG
2026-07-05;17062;3153707;Quartel Geral;MG
2026-07-05;17062;3155504;Rio Paranaíba;MG
2026-07-05;17062;3159704;Santa Rosa da Serra;MG
2026-07-05;17062;3162104;São Gotardo;MG
2026-07-05;17062;3166600;Serra da Saudade;MG
2026-07-05;17062;3166808;Serra do Salitre;MG
2026-07-05;17062;3168200;Tapiraí;MG
2026-07-05;17062;3168903;Tiros;MG
2026-07-05;17063;3111101;Campina Verde;MG
2026-07-05;17063;3129103;Gurinhatã;MG
2026-07-05;17063;3131406;Ipiaçu;MG
2026-07-05;17063;3134202;Ituiutaba;MG
2026-07-05;17063;3159803;Santa Vitória;MG
2026-07-05;17064;3111101;Campina Verde;MG
2026-07-05;17064;3114550;Carneirinho;MG
2026-07-05;17064;3116902;Comendador Gomes;MG
2026-07-05;17064;3127107;Frutal;MG
2026-07-05;17064;3129103;Gurinhatã;MG
2026-07-05;17064;3133402;Itapagipe;MG
2026-07-05;17064;3134202;Ituiutaba;MG
2026-07-05;17064;3134400;Iturama;MG
2026-07-05;17064;3138625;Limeira do Oeste;MG
2026-07-05;17064;3152808;Prata;MG
2026-07-05;17064;3159803;Santa Vitória;MG
2026-07-05;17064;3161304;São Francisco de Sales;MG
2026-07-05;17064;3170438;União de Minas;MG
2026-07-05;17065;3104502;Arinos;MG
2026-07-05;17065;3108206;Bonfinópolis de Minas;MG
2026-07-05;17065;3108255;Bonito de Minas;MG
2026-07-05;17065;3108552;Brasilândia de Minas;MG
2026-07-05;17065;3109303;Buritis;MG
2026-07-05;17065;3109402;Buritizeiro;MG
2026-07-05;17065;3116159;Chapada Gaúcha;MG
2026-07-05;17065;3122470;Dom Bosco;MG
2026-07-05;17065;3126208;Formoso;MG
2026-07-05;17065;3130051;Icaraí de Minas;MG
2026-07-05;17065;3135209;Januária;MG
2026-07-05;17065;3135357;Japonvar;MG
2026-07-05;17065;3138682;Luislândia;MG
2026-07-05;17065;3149150;Pedras de Maria da Cruz;MG
2026-07-05;17065;3150570;Pintópolis;MG
2026-07-05;17065;3152131;Ponto Chique;MG
2026-07-05;17065;3154457;Riachinho;MG
2026-07-05;17065;3157609;Santa Fé de Minas;MG
2026-07-05;17065;3161106;São Francisco;MG
2026-07-05;17065;3164209;São Romão;MG
2026-07-05;17065;3170008;Ubaí;MG
2026-07-05;17065;3170404;Unaí;MG
2026-07-05;17065;3170479;Uruana de Minas;MG
2026-07-05;17065;3170529;Urucuia;MG
2026-07-05;17066;3108255;Bonito de Minas;MG
2026-07-05;17066;3117836;Cônego Marinho;MG
2026-07-05;17066;3132107;Itacarambi;MG
2026-07-05;17066;3135209;Januária;MG
2026-07-05;17066;3136959;Juvenília;MG
2026-07-05;17066;3139300;Manga;MG
2026-07-05;17066;3140852;Matias Cardoso;MG
2026-07-05;17066;3142254;Miravânia;MG
2026-07-05;17066;3142700;Montalvânia;MG
2026-07-05;17066;3149150;Pedras de Maria da Cruz;MG
2026-07-05;17066;3161106;São Francisco;MG
2026-07-05;17066;3162450;São João das Missões;MG
2026-07-05;17067;3108206;Bonfinópolis de Minas;MG
2026-07-05;17067;3108552;Brasilândia de Minas;MG
2026-07-05;17067;3109402;Buritizeiro;MG
2026-07-05;17067;3122470;Dom Bosco;MG
2026-07-05;17067;3136306;João Pinheiro;MG
2026-07-05;17067;3147006;Paracatu;MG
2026-07-05;17067;3157609;Santa Fé de Minas;MG
2026-07-05;17067;3164209;São Romão;MG
2026-07-05;17067;3170404;Unaí;MG
2026-07-05;17068;3112059;Cantagalo;MG
2026-07-05;17068;3116803;Coluna;MG
2026-07-05;17068;3120102;Couto de Magalhães de Minas;MG
2026-07-05;17068;3125408;Felício dos Santos;MG
2026-07-05;17068;3125507;São Gonçalo do Rio Preto;MG
2026-07-05;17068;3128006;Guanhães;MG
2026-07-05;17068;3132503;Itamarandiba;MG
2026-07-05;17068;3140605;Materlândia;MG
2026-07-05;17068;3148400;Paulistas;MG
2026-07-05;17068;3148608;Peçanha;MG
2026-07-05;17068;3156007;Rio Vermelho;MG
2026-07-05;17068;3156809;Sabinópolis;MG
2026-07-05;17068;3162807;São João Evangelista;MG
2026-07-05;17068;3163508;São José do Jacuri;MG
2026-07-05;17068;3164100;São Pedro do Suaçuí;MG
2026-07-05;17068;3167103;Serro;MG
2026-07-05;17069;3100609;Água Boa;MG
2026-07-05;17069;3104452;Aricanduva;MG
2026-07-05;17069;3112059;Cantagalo;MG
2026-07-05;17069;3112307;Capelinha;MG
2026-07-05;17069;3116803;Coluna;MG
2026-07-05;17069;3126950;Frei Lagonegro;MG
2026-07-05;17069;3132503;Itamarandiba;MG
2026-07-05;17069;3136553;José Raydan;MG
2026-07-05;17069;3139201;Malacacheta;MG
2026-07-05;17069;3148400;Paulistas;MG
2026-07-05;17069;3148608;Peçanha;MG
2026-07-05;17069;3156007;Rio Vermelho;MG
2026-07-05;17069;3158201;Santa Maria do Suaçuí;MG
2026-07-05;17069;3162807;São João Evangelista;MG
2026-07-05;17069;3163003;São José da Safira;MG
2026-07-05;17069;3163508;São José do Jacuri;MG
2026-07-05;17069;3164100;São Pedro do Suaçuí;MG
2026-07-05;17069;3164506;São Sebastião do Maranhão;MG
2026-07-05;17069;3171907;Virgolândia;MG
2026-07-05;17070;3100500;Açucena;MG
2026-07-05;17070;3100609;Água Boa;MG
2026-07-05;17070;3101805;Alpercata;MG
2026-07-05;17070;3112059;Cantagalo;MG
2026-07-05;17070;3112653;Capitão Andrade;MG
2026-07-05;17070;3119203;Coroaci;MG
2026-07-05;17070;3122207;Divinolândia de Minas;MG
2026-07-05;17070;3123700;Engenheiro Caldas;MG
2026-07-05;17070;3125804;Fernandes Tourinho;MG
2026-07-05;17070;3126901;Frei Inocêncio;MG
2026-07-05;17070;3127305;Galiléia;MG
2026-07-05;17070;3127503;Gonzaga;MG
2026-07-05;17070;3127701;Governador Valadares;MG
2026-07-05;17070;3132701;Itambacuri;MG
2026-07-05;17070;3135076;Jampruca;MG
2026-07-05;17070;3136553;José Raydan;MG
2026-07-05;17070;3140100;Marilac;MG
2026-07-05;17070;3144201;Nacip Raydan;MG
2026-07-05;17070;3144904;Nova Módica;MG
2026-07-05;17070;3148608;Peçanha;MG
2026-07-05;17070;3149952;Periquito;MG
2026-07-05;17070;3157500;Santa Efigênia de Minas;MG
2026-07-05;17070;3158201;Santa Maria do Suaçuí;MG
2026-07-05;17070;3161601;São Geraldo da Piedade;MG
2026-07-05;17070;3162807;São João Evangelista;MG
2026-07-05;17070;3163003;São José da Safira;MG
2026-07-05;17070;3164100;São Pedro do Suaçuí;MG
2026-07-05;17070;3165503;Sardoá;MG
2026-07-05;17070;3167707;Sobrália;MG
2026-07-05;17070;3169505;Tumiritinga;MG
2026-07-05;17070;3171501;Mathias Lobato;MG
2026-07-05;17070;3171808;Virginópolis;MG
2026-07-05;17070;3171907;Virgolândia;MG
2026-07-05;17071;3103207;Araçaí;MG
2026-07-05;17071;3105004;Baldim;MG
2026-07-05;17071;3109907;Caetanópolis;MG
2026-07-05;17071;3118106;Congonhas do Norte;MG
2026-07-05;17071;3118908;Cordisburgo;MG
2026-07-05;17071;3120904;Curvelo;MG
2026-07-05;17071;3127206;Funilândia;MG
2026-07-05;17071;3135704;Jequitibá;MG
2026-07-05;17071;3147402;Paraopeba;MG
2026-07-05;17071;3153202;Presidente Juscelino;MG
2026-07-05;17071;3158508;Santana de Pirapama;MG
2026-07-05;17071;3159001;Santana do Riacho;MG
2026-07-05;17071;3167202;Sete Lagoas;MG
2026-07-05;17072;3104700;Ataléia;MG
2026-07-05;17072;3110806;Campanário;MG
2026-07-05;17072;3113008;Caraí;MG
2026-07-05;17072;3113701;Carlos Chagas;MG
2026-07-05;17072;3115458;Catuji;MG
2026-07-05;17072;3120151;Crisólita;MG
2026-07-05;17072;3126752;Franciscópolis;MG
2026-07-05;17072;3126802;Frei Gaspar;MG
2026-07-05;17072;3132305;Itaipé;MG
2026-07-05;17072;3132701;Itambacuri;MG
2026-07-05;17072;3145356;Novo Oriente de Minas;MG
2026-07-05;17072;3146206;Ouro Verde de Minas;MG
2026-07-05;17072;3148509;Pavão;MG
2026-07-05;17072;3150000;Pescador;MG
2026-07-05;17072;3152402;Poté;MG
2026-07-05;17072;3163300;São José do Divino;MG
2026-07-05;17072;3168606;Teófilo Otoni;MG
2026-07-05;17073;3103504;Araguari;MG
2026-07-05;17073;3142809;Monte Alegre de Minas;MG
2026-07-05;17073;3169604;Tupaciguara;MG
2026-07-05;17073;3170206;Uberlândia;MG
2026-07-05;17074;3103751;Araporã;MG
2026-07-05;17074;3111804;Canápolis;MG
2026-07-05;17074;3115805;Centralina;MG
2026-07-05;17074;3142809;Monte Alegre de Minas;MG
2026-07-05;17074;3152808;Prata;MG
2026-07-05;17074;3169604;Tupaciguara;MG
2026-07-05;17074;3170206;Uberlândia;MG
2026-07-05;17075;3100708;Água Comprida;MG
2026-07-05;17075;3117306;Conceição das Alagoas;MG
2026-07-05;17075;3151602;Planura;MG
2026-07-05;17075;3152808;Prata;MG
2026-07-05;17075;3170107;Uberaba;MG
2026-07-05;17075;3171105;Veríssimo;MG
2026-07-05;17076;3104007;Araxá;MG
2026-07-05;17076;3129509;Ibiá;MG
2026-07-05;17076;3131604;Iraí de Minas;MG
2026-07-05;17076;3141306;Medeiros;MG
2026-07-05;17076;3148103;Patrocínio;MG
2026-07-05;17076;3149200;Pedrinópolis;MG
2026-07-05;17076;3149804;Perdizes;MG
2026-07-05;17076;3153004;Pratinha;MG
2026-07-05;17076;3156908;Sacramento;MG
2026-07-05;17076;3157708;Santa Juliana;MG
2026-07-05;17076;3164308;São Roque de Minas;MG
2026-07-05;17076;3166808;Serra do Salitre;MG
2026-07-05;17076;3168101;Tapira;MG
2026-07-05;17077;3111408;Campo Florido;MG
2026-07-05;17077;3117306;Conceição das Alagoas;MG
2026-07-05;17077;3150703;Pirajuba;MG
2026-07-05;17077;3151602;Planura;MG
2026-07-05;17077;3152808;Prata;MG
2026-07-05;17077;3170107;Uberaba;MG
2026-07-05;17077;3171105;Veríssimo;MG
2026-07-05;17078;3118205;Conquista;MG
2026-07-05;17078;3121209;Delfinópolis;MG
2026-07-05;17078;3121258;Delta;MG
2026-07-05;17078;3129707;Ibiraci;MG
2026-07-05;17078;3131604;Iraí de Minas;MG
2026-07-05;17078;3145000;Nova Ponte;MG
2026-07-05;17078;3149200;Pedrinópolis;MG
2026-07-05;17078;3149804;Perdizes;MG
2026-07-05;17078;3156908;Sacramento;MG
2026-07-05;17078;3157708;Santa Juliana;MG
2026-07-05;17078;3164308;São Roque de Minas;MG
2026-07-05;17078;3168101;Tapira;MG
2026-07-05;17078;3170107;Uberaba;MG
2026-07-05;17079;3118205;Conquista;MG
2026-07-05;17079;3145000;Nova Ponte;MG
2026-07-05;17079;3152808;Prata;MG
2026-07-05;17079;3156908;Sacramento;MG
2026-07-05;17079;3170107;Uberaba;MG
2026-07-05;17079;3170206;Uberlândia;MG
2026-07-05;17079;3171105;Veríssimo;MG
2026-07-05;17080;3101508;Além Paraíba;MG
2026-07-05;17080;3116209;Chiador;MG
2026-07-05;17080;3136702;Juiz de Fora;MG
2026-07-05;17080;3139805;Mar de Espanha;MG
2026-07-05;17080;3140803;Matias Barbosa;MG
2026-07-05;17080;3149507;Pequeri;MG
2026-07-05;17080;3158607;Santana do Deserto;MG
2026-07-05;17080;3167509;Simão Pereira;MG
2026-07-05;17081;3106101;Belmiro Braga;MG
2026-07-05;17081;3136702;Juiz de Fora;MG
2026-07-05;17081;3140803;Matias Barbosa;MG
2026-07-05;17081;3157278;Santa Bárbara do Monte Verde;MG
2026-07-05;17081;3158607;Santana do Deserto;MG
2026-07-05;17081;3167509;Simão Pereira;MG
2026-07-05;17082;3101508;Além Paraíba;MG
2026-07-05;17082;3104403;Argirita;MG
2026-07-05;17082;3106903;Bicas;MG
2026-07-05;17082;3115904;Chácara;MG
2026-07-05;17082;3116209;Chiador;MG
2026-07-05;17082;3119609;Coronel Pacheco;MG
2026-07-05;17082;3124609;Estrela Dalva;MG
2026-07-05;17082;3127388;Goianá;MG
2026-07-05;17082;3128501;Guarará;MG
2026-07-05;17082;3136702;Juiz de Fora;MG
2026-07-05;17082;3138401;Leopoldina;MG
2026-07-05;17082;3139805;Mar de Espanha;MG
2026-07-05;17082;3140209;Maripá de Minas;MG
2026-07-05;17082;3149507;Pequeri;MG
2026-07-05;17082;3151107;Pirapetinga;MG
2026-07-05;17082;3156205;Rochedo de Minas;MG
2026-07-05;17082;3160009;Santo Antônio do Aventureiro;MG
2026-07-05;17082;3162906;São João Nepomuceno;MG
2026-07-05;17082;3165602;Senador Cortes;MG
2026-07-05;17082;3172103;Volta Grande;MG
2026-07-05;17083;3104502;Arinos;MG
2026-07-05;17083;3108206;Bonfinópolis de Minas;MG
2026-07-05;17083;3109303;Buritis;MG
2026-07-05;17083;3109451;Cabeceira Grande;MG
2026-07-05;17083;3122470;Dom Bosco;MG
2026-07-05;17083;3144375;Natalândia;MG
2026-07-05;17083;3147006;Paracatu;MG
2026-07-05;17083;3170404;Unaí;MG
2026-07-05;17083;3170479;Uruana de Minas;MG
2026-07-05;17084;3103306;Aracitaba;MG
2026-07-05;17084;3115904;Chácara;MG
2026-07-05;17084;3119609;Coronel Pacheco;MG
2026-07-05;17084;3125002;Ewbank da Câmara;MG
2026-07-05;17084;3127388;Goianá;MG
2026-07-05;17084;3136702;Juiz de Fora;MG
2026-07-05;17084;3150109;Piau;MG
2026-07-05;17084;3155405;Rio Novo;MG
2026-07-05;17084;3160702;Santos Dumont;MG
2026-07-05;17084;3162906;São João Nepomuceno;MG
2026-07-05;17084;3167905;Tabuleiro;MG
2026-07-05;17085;3102803;Andrelândia;MG
2026-07-05;17085;3102902;Antônio Carlos;MG
2026-07-05;17085;3106804;Bias Fortes;MG
2026-07-05;17085;3107505;Bom Jardim de Minas;MG
2026-07-05;17085;3108008;Bom Sucesso;MG
2026-07-05;17085;3114600;Carrancas;MG
2026-07-05;17085;3115201;Conceição da Barra de Minas;MG
2026-07-05;17085;3119708;Coronel Xavier Chaves;MG
2026-07-05;17085;3120805;Cruzília;MG
2026-07-05;17085;3129400;Ibertioga;MG
2026-07-05;17085;3130002;Ibituruna;MG
2026-07-05;17085;3130804;Ingaí;MG
2026-07-05;17085;3134301;Itumirim;MG
2026-07-05;17085;3134509;Itutinga;MG
2026-07-05;17085;3136702;Juiz de Fora;MG
2026-07-05;17085;3138609;Lima Duarte;MG
2026-07-05;17085;3138708;Luminárias;MG
2026-07-05;17085;3139102;Madre de Deus de Minas;MG
2026-07-05;17085;3141900;Minduri;MG
2026-07-05;17085;3144508;Nazareno;MG
2026-07-05;17085;3145406;Olaria;MG
2026-07-05;17085;3149408;Pedro Teixeira;MG
2026-07-05;17085;3150307;Piedade do Rio Grande;MG
2026-07-05;17085;3152709;Prados;MG
2026-07-05;17085;3155900;Rio Preto;MG
2026-07-05;17085;3156106;Ritápolis;MG
2026-07-05;17085;3157278;Santa Bárbara do Monte Verde;MG
2026-07-05;17085;3157336;Santa Cruz de Minas;MG
2026-07-05;17085;3158706;Santana do Garambéu;MG
2026-07-05;17085;3159407;Santa Rita do Ibitipoca;MG
2026-07-05;17085;3162500;São João del Rei;MG
2026-07-05;17085;3165008;São Tiago;MG
2026-07-05;17085;3165305;São Vicente de Minas;MG
2026-07-05;17085;3168804;Tiradentes;MG
2026-07-05;17086;3106101;Belmiro Braga;MG
2026-07-05;17086;3107505;Bom Jardim de Minas;MG
2026-07-05;17086;3119609;Coronel Pacheco;MG
2026-07-05;17086;3125002;Ewbank da Câmara;MG
2026-07-05;17086;3136702;Juiz de Fora;MG
2026-07-05;17086;3138609;Lima Duarte;MG
2026-07-05;17086;3145406;Olaria;MG
2026-07-05;17086;3150109;Piau;MG
2026-07-05;17086;3155900;Rio Preto;MG
2026-07-05;17086;3157278;Santa Bárbara do Monte Verde;MG
2026-07-05;17086;3159308;Santa Rita de Jacutinga;MG
2026-07-05;17087;3110905;Campanha;MG
2026-07-05;17087;3123601;Elói Mendes;MG
2026-07-05;17087;3142601;Monsenhor Paulo;MG
2026-07-05;17087;3169307;Três Corações;MG
2026-07-05;17087;3170701;Varginha;MG
2026-07-05;17088;3119005;Cordislândia;MG
2026-07-05;17088;3123601;Elói Mendes;MG
2026-07-05;17088;3139003;Machado;MG
2026-07-05;17088;3142601;Monsenhor Paulo;MG
2026-07-05;17088;3147204;Paraguaçu;MG
2026-07-05;17088;3169406;Três Pontas;MG
2026-07-05;17088;3170701;Varginha;MG
2026-07-05;17089;3113909;Carmo da Cachoeira;MG
2026-07-05;17089;3123601;Elói Mendes;MG
2026-07-05;17089;3169307;Três Corações;MG
2026-07-05;17089;3169406;Três Pontas;MG
2026-07-05;17089;3170701;Varginha;MG
2026-07-05;17090;3101607;Alfenas;MG
2026-07-05;17090;3101904;Alpinópolis;MG
2026-07-05;17090;3102001;Alterosa;MG
2026-07-05;17090;3107604;Bom Jesus da Penha;MG
2026-07-05;17090;3111309;Campo do Meio;MG
2026-07-05;17090;3112802;Capitólio;MG
2026-07-05;17090;3114402;Carmo do Rio Claro;MG
2026-07-05;17090;3117108;Conceição da Aparecida;MG
2026-07-05;17090;3128105;Guapé;MG
2026-07-05;17090;3145109;Nova Resende;MG
2026-07-05;17090;3147907;Passos;MG
2026-07-05;17090;3162948;São José da Barra;MG
2026-07-05;17091;3119302;Coromandel;MG
2026-07-05;17091;3128600;Guarda-Mor;MG
2026-07-05;17091;3137106;Lagamar;MG
2026-07-05;17091;3137536;Lagoa Grande;MG
2026-07-05;17091;3148004;Patos de Minas;MG
2026-07-05;17091;3153400;Presidente Olegário;MG
2026-07-05;17091;3171006;Vazante;MG
2026-07-05;17092;3119302;Coromandel;MG
2026-07-05;17092;3128600;Guarda-Mor;MG
2026-07-05;17092;3128907;Guimarânia;MG
2026-07-05;17092;3136306;João Pinheiro;MG
2026-07-05;17092;3137106;Lagamar;MG
2026-07-05;17092;3137536;Lagoa Grande;MG
2026-07-05;17092;3147006;Paracatu;MG
2026-07-05;17092;3148004;Patos de Minas;MG
2026-07-05;17092;3153400;Presidente Olegário;MG
2026-07-05;17092;3171006;Vazante;MG
2026-07-05;17093;3102506;Amparo da Serra;MG
2026-07-05;17093;3110202;Cajuri;MG
2026-07-05;17093;3116704;Coimbra;MG
2026-07-05;17093;3121704;Diogo de Vasconcelos;MG
2026-07-05;17093;3128204;Guaraciaba;MG
2026-07-05;17093;3148301;Paula Cândido;MG
2026-07-05;17093;3148806;Pedra do Anta;MG
2026-07-05;17093;3150802;Piranga;MG
2026-07-05;17093;3152105;Ponte Nova;MG
2026-07-05;17093;3152303;Porto Firme;MG
2026-07-05;17093;3153103;Presidente Bernardes;MG
2026-07-05;17093;3163805;São Miguel do Anta;MG
2026-07-05;17093;3168507;Teixeiras;MG
2026-07-05;17093;3171303;Viçosa;MG
2026-07-05;17094;3100302;Abre Campo;MG
2026-07-05;17094;3100401;Acaiaca;MG
2026-07-05;17094;3102308;Alvinópolis;MG
2026-07-05;17094;3102506;Amparo da Serra;MG
2026-07-05;17094;3103702;Araponga;MG
2026-07-05;17094;3105707;Barra Longa;MG
2026-07-05;17094;3111705;Canaã;MG
2026-07-05;17094;3121704;Diogo de Vasconcelos;MG
2026-07-05;17094;3122702;Dom Silvério;MG
2026-07-05;17094;3128204;Guaraciaba;MG
2026-07-05;17094;3135506;Jequeri;MG
2026-07-05;17094;3140001;Mariana;MG
2026-07-05;17094;3145851;Oratórios;MG
2026-07-05;17094;3148806;Pedra do Anta;MG
2026-07-05;17094;3150802;Piranga;MG
2026-07-05;17094;3152105;Ponte Nova;MG
2026-07-05;17094;3155009;Rio Doce;MG
2026-07-05;17094;3157401;Santa Cruz do Escalvado;MG
2026-07-05;17094;3160108;Santo Antônio do Grama;MG
2026-07-05;17094;3166303;Sericita;MG
2026-07-05;17094;3168507;Teixeiras;MG
2026-07-05;17094;3170503;Urucânia;MG
2026-07-05;17095;3100609;Água Boa;MG
2026-07-05;17095;3102852;Angelândia;MG
2026-07-05;17095;3104452;Aricanduva;MG
2026-07-05;17095;3112307;Capelinha;MG
2026-07-05;17095;3113503;Carbonita;MG
2026-07-05;17095;3132503;Itamarandiba;MG
2026-07-05;17095;3139201;Malacacheta;MG
2026-07-05;17095;3141801;Minas Novas;MG
2026-07-05;17095;3145307;Novo Cruzeiro;MG
2026-07-05;17095;3164506;São Sebastião do Maranhão;MG
2026-07-05;17095;3165552;Setubinha;MG
2026-07-05;17095;3165909;Senador Modestino Gonçalves;MG
2026-07-05;17095;3169703;Turmalina;MG
2026-07-05;17095;3171071;Veredinha;MG
2026-07-05;17096;3113503;Carbonita;MG
2026-07-05;17096;3116803;Coluna;MG
2026-07-05;17096;3126950;Frei Lagonegro;MG
2026-07-05;17096;3132503;Itamarandiba;MG
2026-07-05;17096;3156007;Rio Vermelho;MG
2026-07-05;17096;3163508;São José do Jacuri;MG
2026-07-05;17097;3517505;Guapiaçu;SP
2026-07-05;17097;3549805;São José do Rio Preto;SP
2026-07-05;17098;3517505;Guapiaçu;SP
2026-07-05;17098;3549805;São José do Rio Preto;SP
2026-07-05;17099;3507803;Brodowski;SP
2026-07-05;17099;3543402;Ribeirão Preto;SP
2026-07-05;17099;3551504;Serrana;SP
2026-07-05;17100;3507803;Brodowski;SP
2026-07-05;17100;3543402;Ribeirão Preto;SP
2026-07-05;17100;3551504;Serrana;SP
2026-07-05;17101;3505500;Barretos;SP
2026-07-05;17101;3512100;Colômbia;SP
2026-07-05;17101;3524204;Jaborandi;SP
2026-07-05;17102;3503000;Aramina;SP
2026-07-05;17102;3508207;Buritizal;SP
2026-07-05;17102;3517406;Guaíra;SP
2026-07-05;17102;3520103;Igarapava;SP
2026-07-05;17102;3524105;Ituverava;SP
2026-07-05;17102;3529708;Miguelópolis;SP
2026-07-05;17103;3503406;Arealva;SP
2026-07-05;17103;3504305;Avaí;SP
2026-07-05;17103;3506003;Bauru;SP
2026-07-05;17103;3514502;Duartina;SP
2026-07-05;17103;3516606;Gália;SP
2026-07-05;17103;3536703;Pederneiras;SP
2026-07-05;17103;3538907;Pirajuí;SP
2026-07-05;17103;3541109;Presidente Alves;SP
2026-07-05;17103;3542503;Reginópolis;SP
2026-07-05;17104;3538709;Piracicaba;SP
2026-07-05;17105;3502804;Araçatuba;SP
2026-07-05;17105;3506201;Bento de Abreu;SP
2026-07-05;17105;3506508;Birigui;SP
2026-07-05;17105;3518206;Guararapes;SP
2026-07-05;17105;3548054;Santo Antônio do Aracanguá;SP
